gene,fold change,p value
ENSG00000274414,-0.4,0.511108739
ENSG00000274421,1,0.206861259
ENSG00000274422,0.5,0.348576193
ENSG00000274425,-0.2,0.720883828
ENSG00000274427,1.5,0.014231455
ENSG00000274441,-0.2,0.80212348
ENSG00000274444,0.7,0.239019454
ENSG00000274447,0.6,0.492339368
ENSG00000274460,0.6,0.116445979
ENSG00000274461,1.1,0.00127616
HERC2P7,0.5,0.552851471
ENSG00000274492,-0.4,0.571609739
ENSG00000274501,-0.3,0.74661714
TBC1D3L,-0.2,0.68742999
ENSG00000274515,0.6,0.424690975
RCC1L,0.1,0.808613868
ENSG00000274528,1.2,0.035221544
MIR223HG,1.2,0.008624237
ENSG00000274554,-0.4,0.640029781
ENSG00000274560,-0.8,0.269174269
ENSG00000274561,0.5,0.204206464
ENSG00000274565,0.2,0.787483838
ENSG00000274578,0.3,0.665638257
DGKK,-1.3,0.087036542
ENSG00000274598,0.3,0.790457008
PI4KAP1,2.1,2.20E-07
PCCA-DT,0.2,0.573183313
ENSG00000274614,-0.5,0.572065719
ENSG00000274624,0.5,0.562926286
ENSG00000274628,-0.5,0.552180792
ENSG00000274642,-1,0.16134817
ENSG00000274653,0.9,0.086188602
LINC02371,-1.2,0.031358042
ENSG00000274667,1.8,0.010800254
ENSG00000274678,1.8,0.01808382
ENSG00000274682,0.5,0.320187212
ENSG00000274695,0.1,0.906122535
ENSG00000274698,-0.6,0.136268078
ENSG00000274712,0.9,5.32E-06
ENSG00000274717,-0.3,0.720299245
ENSG00000274718,-1.2,1.95E-04
ENSG00000274723,1.4,0.066849402
ENSG00000274727,-1.2,0.098029797
H3C6,0.5,0.32334822
ENSG00000274751,0.4,0.460844631
ENSG00000274756,0.4,0.530648013
ENSG00000274762,-0.6,0.252615248
ENSG00000274765,-1.3,0.070786788
ENSG00000274767,-1.5,0.015838631
ENSG00000274769,-0.8,0.367035873
ENSG00000274775,0.8,0.235860164
ENSG00000274776,-0.1,0.851230346
NPHP3-ACAD11,-0.4,0.682357902
ENSG00000274818,-1.2,0.004528425
ENSG00000274825,-0.2,0.838058488
ENSG00000274828,1.2,2.39E-06
ENSG00000274849,1,0.239483835
ENSG00000274895,1.5,0.018146832
ENSG00000274897,-0.8,0.074451978
ENSG00000274902,0.3,0.700746137
ENSG00000274911,-1,0.211050788
ENSG00000274918,0.1,0.89180411
ENSG00000274922,0.6,0.335606142
ZKSCAN2-DT,0.8,0.005164387
ENSG00000274929,1.1,0.089599382
ENSG00000274943,0.8,0.25246918
ENSG00000274944,0.1,0.90326066
ENSG00000274954,0.6,0.515348118
ENSG00000274956,1.2,0.051573975
RN7SL600P,0.5,0.562274376
ENSG00000274964,0.2,0.782119627
ENSG00000274987,-0.5,0.431282447
ENSG00000274993,-0.4,0.682329041
ENSG00000274996,-0.4,0.656710671
ZNF280B,-0.8,1.38E-04
ENSG00000275005,0.4,0.570917036
ALOXE3P1,-1.1,0.180792909
ENSG00000275017,0.1,0.92747353
MLLT6,0.2,0.060659431
ENSG00000275024,0.9,0.253704748
ENSG00000275025,0.3,0.746399307
GXYLT1P4,-0.3,0.712938231
PPP4R3B,0.1,0.649885342
ENSG00000275055,1.8,5.34E-04
ENSG00000275056,0.6,0.402819951
SYNRG,0.3,0.176586989
Metazoa_SRP,0.9,0.263320879
NUDT18,-1.4,0.002722067
ENSG00000275088,-2.3,2.74E-08
ENSG00000275092,0.6,0.443481531
ENSG00000275106,-0.9,0.258427763
ZNF2,-0.1,0.584506712
ENSG00000275120,-0.5,0.338534779
RN7SL663P,0.6,0.460267147
ENSG00000275139,0.5,0.558517284
ENSG00000275155,0.8,0.209201495
ENSG00000275160,-0.2,0.872285815
ENSG00000275175,0.9,0.255189919
ENSG00000275178,-0.6,0.396070061
ENSG00000275180,0.8,0.137133486
LENG9,-0.5,0.430744207
ENSG00000275191,-0.6,0.520113363
ENSG00000275197,0.9,0.233991749
ENSG00000275198,0.1,0.932073932
ENSG00000275202,-0.5,0.467324554
LINC02826,-0.7,0.313724069
ENSG00000275223,-0.6,0.34886437
ENSG00000275228,0.3,0.771881267
ENSG00000275232,-1.2,0.06950832
ENSG00000275234,0.7,0.293989915
ENSG00000275236,0.4,0.679172032
ENSG00000275248,0.7,0.429635125
ENSG00000275263,-0.3,0.717611678
ENSG00000275278,-0.7,0.419901126
ENSG00000275286,-0.1,0.909123134
LINC02340,1,0.11496185
CCL4,-0.5,0.523171261
ENSG00000275318,-0.7,0.058393973
PDCD6IPP1,-0.8,0.333335304
ENSG00000275329,1.4,0.011622709
FGD5P1,-1,0.06117849
PRAG1,-1.3,1.07E-05
ENSG00000275343,0.4,0.656867275
ENSG00000275345,-0.5,0.563105193
ENSG00000275358,1.9,8.47E-04
ENSG00000275367,0.4,0.295575454
ENSG00000275371,1.3,0.030654328
ENSG00000275383,0.1,0.829535218
ENSG00000275389,0.4,0.487463423
ENSG00000275392,-1.8,0.002852705
ENSG00000275393,0.3,0.714015193
FCGBP,2.9,2.67E-05
ENSG00000275401,0.7,0.404048378
ENSG00000275409,-0.3,0.494885284
HNF1B,-0.5,0.580528502
ENSG00000275413,0.8,0.115618777
ENSG00000275426,0.3,0.690616545
ENSG00000275427,-1.7,0.001881047
ENSG00000275437,-0.2,0.784848121
ENSG00000275438,-1,0.117488229
ENSG00000275441,0.8,0.235911746
ENSG00000275445,0.5,0.40468947
PTGER4P2-CDK2AP2P2,-1.3,0.021126419
ENSG00000275454,-0.2,0.75155056
ENSG00000275457,0.6,0.35614128
ENSG00000275464,0.6,0.104199722
ENSG00000275465,0.9,0.196233978
ENSG00000275468,1.3,0.023788475
ENSG00000275476,1.1,0.086955537
ENSG00000275479,0.7,0.248720719
ENSG00000275481,0.1,0.90832309
ENSG00000275484,0.7,0.199462126
ENSG00000275485,0.2,0.750886628
LINC01730,0.6,0.497856494
ENSG00000275494,0.6,0.056376727
ENSG00000275516,0.2,0.810725275
ENSG00000275532,0.9,0.263009123
ENSG00000275540,-0.2,0.818831328
ENSG00000275542,1.3,0.039062296
STPG3-AS1,0.5,0.513910903
ENSG00000275552,1.1,0.152193192
ENSG00000275557,-0.6,0.531482163
ENSG00000275560,0.7,0.347536482
ENSG00000275569,1,0.188664244
GRIFIN,1.1,0.089339957
ENSG00000275576,0.3,0.796539864
ENSG00000275582,-0.1,0.846512126
ENSG00000275601,-0.6,0.461950237
ENSG00000275607,0.5,0.625562197
ENSG00000275609,0.1,0.910749831
ENSG00000275613,0.3,0.772121169
FLJ16779,2.7,4.91E-17
ENSG00000275630,-0.6,0.464153414
ENSG00000275632,0.3,0.651287026
ENSG00000275636,1,0.189687554
ENSG00000275645,-0.5,0.168604779
ENSG00000275672,0.7,0.350143906
ENSG00000275678,1.1,0.031344193
AATF,0.4,0.001800756
ENSG00000275703,0.5,0.494982772
ENSG00000275709,0.9,0.281731657
H2BC9,1.4,0.082974541
ENSG00000275720,-0.1,0.80359823
ENSG00000275734,-0.3,0.534007871
ENSG00000275759,0.3,0.60254135
ZNF516-DT,0.5,0.427805395
ENSG00000275764,-0.5,0.296565733
ENSG00000275765,1.3,0.001357193
ENSG00000275769,0.7,0.366002846
RIMBP3,-0.3,0.75693256
ENSG00000275807,0.1,0.876796731
HTR1DP1,-0.3,0.760471628
ENSG00000275830,0.1,0.895560517
ARHGAP23,0.7,0.010921462
ENSG00000275833,-0.4,0.651183524
TUBGCP5,-1.1,6.05E-07
ENSG00000275839,0.7,0.373793133
ENSG00000275846,0.2,0.881598748
ENSG00000275854,0.2,0.718581588
ENSG00000275880,-0.4,0.488093261
ENSG00000275888,0.7,0.203786767
ENSG00000275894,0.8,0.392471981
U2AF1L5,0.4,0.665819064
ENSG00000275897,0.2,0.846946267
ENSG00000275898,-0.1,0.895312834
ENSG00000275910,1.5,0.007357745
ENSG00000275936,1.2,0.08996758
ENSG00000275956,-0.5,0.417036537
ENSG00000275963,-0.4,0.256285485
ENSG00000275964,-0.4,0.244271477
ENSG00000275966,-0.4,0.578756504
SIK1B,1.3,0.030026501
ENSG00000275995,0.6,0.45125732
ENSG00000276007,0.8,0.096224693
DUSP14,-0.6,0.007900809
ENSG00000276026,0.6,0.483409387
ENSG00000276030,1.1,0.129245702
ENSG00000276032,0.5,0.570648393
UHRF1,1.6,0.006772274
ORAI1,1.1,4.17E-05
STMN1P1,1.2,0.140264225
CCL4L2,-0.1,0.913994987
ENSG00000276071,-0.3,0.492523767
ENSG00000276075,-0.1,0.791564688
CCL3L1,0.1,0.933980105
ENSG00000276087,-1.8,0.018314478
ENSG00000276092,0.9,0.286029223
ENSG00000276093,-0.8,0.351864031
ENSG00000276097,0.6,0.386564288
U4,-0.1,0.96094965
ENSG00000276115,0.8,0.112067114
FUT8-AS1,0.6,0.392982776
OR13C2,0.5,0.593220524
ENSG00000276127,0.7,0.405452495
ENSG00000276136,0.9,0.0974127
WHAMMP3,-0.2,0.460660547
ENSG00000276148,1.1,0.047904631
ENSG00000276166,0.2,0.750057244
ENSG00000276170,0.9,0.175551339
ENSG00000276174,0.6,0.539397671
H4C9,0.3,0.63057562
ENSG00000276182,0.7,0.135664076
ENSG00000276188,-0.7,0.392944052
ENSG00000276223,-0.7,0.359697777
PIK3R6,0.6,0.362950235
TADA2A,-0.4,0.044588479
ENSG00000276248,-0.4,0.313114699
ENSG00000276250,0.3,0.565970645
ENSG00000276251,1.1,0.014985819
LINC02809,0.1,0.900005411
ENSG00000276256,1.2,0.001836835
ENSG00000276259,-0.1,0.876794933
ENSG00000276261,0.3,0.493678157
ENSG00000276269,1,0.071803901
ENSG00000276282,-0.9,0.047636001
FRG1HP,-0.2,0.574753147
PIP4K2B,-0.4,3.18E-05
ENSG00000276302,-0.4,0.69524333
ENSG00000276317,0.7,0.434995815
ENSG00000276334,1.5,0.002105737
ENSG00000276337,-0.1,0.943262227
ENSG00000276345,-0.9,0.247736881
ENSG00000276384,0.8,0.214575866
ENSG00000276390,0.4,0.582338125
ENSG00000276408,-0.8,0.100685997
ENSG00000276417,0.9,0.162141626
ENSG00000276445,0.3,0.321221681
ENSG00000276449,-0.2,0.673485093
ENSG00000276462,0.7,0.320193249
LINC00540,-0.1,0.93123732
ENSG00000276488,0.4,0.55893679
ENSG00000276505,0.9,0.034846204
ENSG00000276517,-1.3,0.006498309
ENSG00000276520,-1.4,0.005475872
ENSG00000276523,0.7,0.139368963
ENSG00000276524,0.7,0.410911019
ENSG00000276529,0.1,0.862426485
ENSG00000276533,-0.6,0.484506355
PCDHGB9P,0.3,0.664721048
PCDHGB5,0.5,0.380055149
HERC2P2,0.8,0.00133609
ENSG00000276564,-0.6,0.023195523
ENSG00000276570,-0.6,0.174221853
ENSG00000276571,0.8,0.107352813
ENSG00000276573,0.1,0.937828731
ENSG00000276578,-0.3,0.671070898
ENSG00000276591,-1,0.180077583
RAB7B,0.3,0.648776033
ENSG00000276603,-0.1,0.910995357
ENSG00000276627,-2,0.003444817
DACH1,-0.6,0.014298596
ENSG00000276649,1.3,4.01E-05
ENSG00000276663,0.9,0.215546453
ENSG00000276672,-0.2,0.779828897
ENSG00000276691,2.1,0.003918984
ENSG00000276698,0.4,0.207621052
ENSG00000276702,0.7,0.444479934
ENSG00000276704,0.2,0.857498846
CSPG4P10,0.7,0.099179143
ENSG00000276718,0.1,0.952407157
ENSG00000276724,-0.5,0.598586992
ENSG00000276728,-0.1,0.79317028
MIR7158,1.2,0.15072479
ENSG00000276740,-0.6,0.296077864
ENSG00000276742,2,3.17E-05
ENSG00000276744,2,0.003510357
Metazoa_SRP,0.7,0.414773877
ENSG00000276754,1,0.191307845
ENSG00000276768,1.3,0.052906407
ENSG00000276772,0.9,0.204564988
ENSG00000276791,0.9,0.058869383
ENSG00000276805,1.1,8.69E-06
ENSG00000276809,-1.3,4.18E-04
ENSG00000276814,-0.6,0.451142089
ENSG00000276831,0.7,0.385720875
ENSG00000276842,-0.2,0.787012051
ENSG00000276846,1.2,0.009781963
ENSG00000276851,-0.5,0.544057796
ENSG00000276853,0.9,0.283987999
ENSG00000276855,0.6,0.217185582
ENSG00000276863,-0.8,0.110694446
ENSG00000276900,0.4,0.172466117
ENSG00000276916,-0.5,0.435638155
ENSG00000276931,0.3,0.751197792
ENSG00000276945,-0.3,0.721906513
ENSG00000276952,-0.8,0.168693766
ENSG00000276957,1.5,0.026045111
H4C5,0.9,0.021814832
ENSG00000276968,-0.1,0.915350174
HYDIN2,0.4,0.188906942
ENSG00000276980,3.3,6.36E-07
ENSG00000276984,0.7,0.412246567
ENSG00000277007,0.5,0.431319724
ENSG00000277011,-0.2,0.768835399
ENSG00000277013,0.9,0.082716287
ENSG00000277020,1.7,8.42E-05
ENSG00000277022,1,0.239622217
ENSG00000277050,-0.2,0.805479771
GTF2IP1,1.2,0.056691437
STAG3L2,-0.4,0.299969104
H2AC8,0.7,0.372811006
ENSG00000277087,0.7,0.336464753
ENSG00000277103,-0.9,0.263946737
ANKRD20A21P,0.8,0.34886437
ENSG00000277117,0.9,0.185424994
ENSG00000277135,1.4,0.074505479
LINC00235,0.1,0.884799165
ENSG00000277144,0.1,0.954458958
LINC00869,0.1,0.643122395
TYW1B,-0.4,0.263170065
ENSG00000277152,0.1,0.907439449
TOMM40P1,-0.9,0.286897758
ENSG00000277159,-1.2,0.004446611
PIGW,-0.4,0.188033373
ENSG00000277170,0.6,0.519332112
ENSG00000277173,1.4,0.089312203
ENSG00000277182,-1.2,4.20E-06
ENSG00000277186,-0.7,0.273660218
ENSG00000277196,0.9,0.028749888
ENSG00000277200,-0.7,0.00353036
ENSG00000277203,-1,1.58E-04
ENSG00000277210,0.8,0.344060591
SPANXA2-OT1,0.4,0.66635175
ENSG00000277218,1.2,0.050558373
ENSG00000277223,1.3,0.101594892
H2BC7,0.2,0.849485499
GTSE1-DT,0.9,0.011859932
ENSG00000277235,-0.4,0.665531596
ENSG00000277245,1,0.212268709
ENSG00000277246,1.3,0.091871993
ENSG00000277247,0.1,0.940194806
PCGF2,-0.2,0.600006985
ENSG00000277270,-1.7,0.012790782
ENSG00000277283,0.2,0.627322202
ENSG00000277287,0.1,0.8874593
LINC02881,-0.6,0.297799372
ENSG00000277290,-0.6,0.365826411
ENSG00000277301,-0.3,0.7203156
ENSG00000277310,-0.5,0.530402572
ENSG00000277324,-0.2,0.814257241
ENSG00000277332,-1.6,0.015624566
ENSG00000277342,1.4,0.02829878
ENSG00000277351,1.7,0.013279863
SRCIN1,0.1,0.725381988
ENSG00000277369,0.1,0.866812125
ENSG00000277383,0.9,0.243228365
ENSG00000277386,-0.1,0.935452929
MIR8058,-0.5,0.616239621
GPR179,-0.8,0.111242237
SEC22B4P,-1.2,0.091059444
ENSG00000277423,-0.5,0.619598768
ENSG00000277425,0.6,0.445508374
ENSG00000277435,0.3,0.602876587
ENSG00000277440,0.5,0.565118604
MARCKS,0.5,0.014852833
CEBPB-AS1,-1.2,9.22E-07
ENSG00000277450,0.1,0.921175207
ZNF670,0.1,0.869488809
PKD1L3,-0.9,0.227774137
ENSG00000277491,0.2,0.852203993
GPIHBP1,1.3,0.007477316
ENSG00000277496,1.5,0.025412447
ENSG00000277511,0.6,0.259056611
ENSG00000277526,1,0.192320804
PNMA8C,-1.4,5.18E-06
ENSG00000277543,1.1,0.189640213
ENSG00000277545,-0.4,0.687911068
ENSG00000277548,-0.5,0.54522318
ENSG00000277558,0.6,0.50823466
GOLGA8IP,-1.3,0.100991307
ENSG00000277566,0.2,0.838903101
ENSG00000277572,0.5,0.562891044
NEFL,-2.4,1.03E-10
ENSG00000277587,0.9,0.282496679
ENSG00000277589,0.3,0.769998941
ENSG00000277595,0.2,0.811985308
ENSG00000277602,-0.4,0.613985458
RNVU1-4,0.9,0.306311703
ENSG00000277621,-0.4,0.640707006
CCL3,-0.5,0.55834333
ENSG00000277639,0.1,0.955778891
ENSG00000277662,-0.8,0.287817913
ENSG00000277687,0.7,0.220319502
ENSG00000277692,-0.7,0.037852182
ENSG00000277701,-0.8,0.343146037
ENSG00000277702,-0.8,0.177464193
ENSG00000277715,-0.3,0.319836968
ENSG00000277728,-1.2,0.126290743
TRAC,-1.6,0.010387175
ENSG00000277744,0.9,0.008855656
ENSG00000277758,-0.1,0.924262258
ENSG00000277763,1.7,0.005475872
ENSG00000277767,0.3,0.485926073
ENSG00000277782,-0.8,0.082616635
PSMB3,-0.7,0.019564723
ENSG00000277795,-0.1,0.942895429
ENSG00000277806,0.8,0.143343735
ENSG00000277825,0.8,0.334431213
ENSG00000277829,1.1,0.014519836
ENSG00000277831,0.8,0.065251318
ENSG00000277840,-0.8,0.166671913
ENSG00000277855,-0.7,0.192245147
ENSG00000277863,-1.6,0.003551483
ENSG00000277873,-0.5,0.39169344
ENSG00000277879,-0.6,0.06214107
NLRP3P1,-1,0.247581001
Metazoa_SRP,-0.6,0.525423192
ENSG00000277954,-1.3,2.47E-06
ENSG00000277959,-0.1,0.881874315
ENSG00000277969,-0.1,0.89621507
CISD3,-0.3,0.304880645
ENSG00000277977,1.3,0.06562368
ENSG00000277978,0.2,0.733591381
ENSG00000278000,-0.7,0.0376997
ENSG00000278002,-0.4,0.639054181
ENSG00000278011,-0.3,0.768703743
ENSG00000278012,-0.9,0.203921441
ENSG00000278013,-0.5,0.604094559
ENSG00000278017,0.7,0.323913881
RDM1,0.8,0.149143055
ENSG00000278041,1.8,1.15E-06
ENSG00000278052,1.4,0.052667915
DDX52,-0.1,0.67559231
ENSG00000278058,0.7,0.176853854
ENSG00000278071,0.6,0.488517628
ENSG00000278075,-0.1,0.933421151
LUNAR1,-0.4,0.638428245
ENSG00000278107,0.5,0.215369877
MIR6757,0.8,0.353434536
ENSG00000278112,0.7,0.297757163
ENSG00000278126,0.5,0.209816327
TSC22D1-AS1,-0.7,0.003255283
GLIDR,0.4,0.547562838
ENSG00000278192,1.9,3.35E-05
SSTR3,-1.6,9.78E-04
LINC01971,-0.7,0.167514804
ENSG00000278206,0.3,0.733791792
LINC02139,-0.7,0.214574426
PRICKLE4,0.9,0.180620345
ENSG00000278231,0.3,0.742561153
ENSG00000278238,-0.8,0.105865584
ENSG00000278254,1.7,0.012220712
MYO19,-0.2,0.479895232
ENSG00000278266,0.4,0.310221576
MIR6859-1,0.5,0.621836528
ENSG00000278291,-1.5,0.004966251
GGNBP2,-0.4,0.008837309
ENSG00000278313,0.2,0.862220403
ZNF229,0.4,0.118480657
ENSG00000278330,0.3,0.720553583
ENSG00000278341,0.2,0.846946267
ENSG00000278344,-0.6,0.477397821
ENSG00000278376,1,1.56E-04
ENSG00000278383,0.8,0.108843504
ENSG00000278384,0.8,0.200713492
ENSG00000278389,0.8,0.327418657
ENSG00000278390,1.4,0.005698615
ENSG00000278396,0.7,0.335247676
PMS2P2,-1.5,0.013152616
MIR6819,0.9,0.310084671
ENSG00000278434,0.6,0.227503573
ENSG00000278445,-0.6,0.314239756
ENSG00000278456,-1,0.010892331
ENSG00000278472,0.7,0.433978572
ENSG00000278492,0.3,0.707665698
C17orf78,-0.1,0.909251921
ENSG00000278514,0.6,0.460115838
ENSG00000278518,-0.8,0.194596969
CHMP1B2P,-1.8,0.018429731
ENSG00000278532,0.3,0.552052098
DHRS11,-1.2,6.19E-18
ACACA,-0.2,0.184333194
ENSG00000278543,0.2,0.795598214
ENSG00000278546,1.4,0.082903839
TMEM191B,0.6,0.393125973
NR2E3,-0.4,0.536389766
ENSG00000278576,-0.5,0.201897545
RN7SL113P,-0.6,0.511150054
ENSG00000278600,0.5,0.104406937
ENSG00000278601,0.5,0.409397433
ENSG00000278607,0.6,0.454052554
ZNF426-DT,0.7,0.007787315
C11orf98,-0.3,0.709538806
BEND3P3,0.3,0.49020966
MRM1,-0.2,0.583977784
ENSG00000278626,-0.7,0.405583523
ENSG00000278627,-0.2,0.739991321
H4C1,-1.1,0.174579842
ENSG00000278642,1.8,0.012144257
ENSG00000278654,0.1,0.915632061
GOLGA6L10,1.4,0.034551239
ENSG00000278665,-0.5,0.552052098
ENSG00000278683,0.4,0.69524333
Metazoa_SRP,0.7,0.420798575
ENSG00000278703,0.9,0.190624827
ENSG00000278725,-0.8,0.315180041
ENSG00000278727,-1.5,7.56E-04
ENSG00000278730,1.3,7.26E-04
ENSG00000278733,0.8,0.26957932
ENSG00000278737,0.9,0.209880036
ENSG00000278740,1.1,0.071873995
ENSG00000278743,0.1,0.951386008
ENSG00000278765,-0.2,0.573000558
BACE1-AS,0.6,0.079082807
RN7SL3,-0.9,0.01583515
ENSG00000278784,0.3,0.322289164
ENSG00000278797,1,0.213596281
LINC00624,0.6,0.341731284
ENSG00000278816,1,0.092442695
ENSG00000278817,-0.3,0.300226815
H3C10,1.3,0.101053855
ENSG00000278829,0.7,0.351167189
ENSG00000278831,0.3,0.593697096
ENSG00000278834,-1.1,0.097001185
ENSG00000278840,-1.1,0.096448178
ENSG00000278842,-0.7,0.3470665
MRPL45,-0.5,0.085415306
ENSG00000278847,-0.6,0.380005714
ENSG00000278861,0.3,0.652091074
ENSG00000278863,1.3,0.0502289
ENSG00000278864,-0.5,0.040374065
ENSG00000278867,-0.1,0.87457765
ENSG00000278869,1.5,0.052807277
PRO1804,-0.1,0.95237482
ENSG00000278875,0.6,0.210575638
ENSG00000278876,1.1,0.066162165
ENSG00000278879,1,0.196082517
ENSG00000278881,0.6,0.515427867
ENSG00000278886,1.7,0.028712535
ENSG00000278891,-0.9,0.229133768
ENSG00000278893,1.3,0.073447302
ENSG00000278896,1.1,0.160799065
ENSG00000278899,-0.4,0.607192167
ENSG00000278909,1.1,0.033456468
ENSG00000278911,-1.8,0.001940538
ENSG00000278913,-1.4,0.035006562
CEP83-DT,0.1,0.866275336
ENSG00000278917,0.3,0.554853971
ENSG00000278918,-0.2,0.807539837
EPB41L4A-DT,0.5,0.428005633
ENSG00000278922,-0.5,0.262211389
ENSG00000278925,0.7,0.443981352
ENSG00000278931,0.7,0.400085302
ENSG00000278932,1.5,0.04922915
ENSG00000278934,-1.2,0.044939477
ENSG00000278943,-0.8,0.316981166
ENSG00000278948,0.9,0.04804173
ENSG00000278949,0.3,0.406491398
ENSG00000278952,-0.7,0.283875623
ENSG00000278954,0.2,0.803848776
ENSG00000278959,1.3,0.045142235
ENSG00000278962,-2.4,1.77E-07
ENSG00000278963,1.2,0.087080516
ENSG00000278967,-0.1,0.961934861
ENSG00000278969,-0.3,0.632671314
HEIH,-0.3,0.281454997
ENSG00000278974,0.2,0.790314859
ENSG00000278975,-1.1,0.113204526
ENSG00000278978,-0.5,0.268839917
ENSG00000278982,-0.1,0.874531883
ENSG00000278983,0.7,0.25533246
ENSG00000278985,-0.7,0.212463163
ENSG00000278986,0.7,0.399739474
ENSG00000278987,0.1,0.889865772
ENSG00000278989,-1.1,9.41E-06
ENSG00000278991,-0.8,0.246660462
ENSG00000278993,0.3,0.682718754
ENSG00000278995,0.6,0.428751174
ENSG00000278997,0.7,0.181958498
ENSG00000278999,-0.1,0.91829046
ENSG00000279013,-1.2,0.006527205
ENSG00000279019,1.4,0.001145391
ENSG00000279022,0.2,0.841314995
ENSG00000279026,0.2,0.594567861
ENSG00000279031,0.6,0.288581179
ENSG00000279035,-0.5,0.548469053
ENSG00000279039,-0.9,0.270299746
ENSG00000279041,-0.1,0.921403562
ENSG00000279042,-0.5,0.588961746
ENSG00000279044,-0.1,0.904702787
ENSG00000279047,0.4,0.613186446
ENSG00000279048,1.5,3.38E-04
PWAR1,-0.7,0.321000743
ENSG00000279057,-0.6,0.543448394
AGAP14P,-0.4,0.67083914
ENSG00000279059,-0.9,7.36E-06
HEXD-IT1,0.2,0.709477931
ENSG00000279067,-0.5,0.559429926
ENSG00000279069,-0.5,0.31187737
ENSG00000279071,0.9,0.165559028
ENSG00000279077,-0.1,0.935452929
SND1-IT1,-1.3,0.020601206
ENSG00000279080,0.6,0.279836241
LINC01727,0.2,0.713274528
ENSG00000279085,-0.4,0.650086025
ENSG00000279088,0.9,0.004398683
ENSG00000279089,-0.5,0.310321955
ENSG00000279090,-1.9,8.10E-09
ENSG00000279091,0.3,0.797145661
ENSG00000279092,0.1,0.961136611
ENSG00000279095,-0.5,0.00994903
ENSG00000279099,-2,0.007683892
ENSG00000279103,1.2,0.05103103
ENSG00000279104,-0.7,0.386564288
ENSG00000279108,0.2,0.796723624
ENSG00000279110,-0.1,0.796128153
ENSG00000279113,-1.4,1.28E-04
ENSG00000279114,0.4,0.699638725
ENSG00000279117,-0.4,0.290587327
ENSG00000279118,1.7,1.12E-04
ENSG00000279123,1,0.144055022
ENSG00000279128,-0.5,0.559123161
ENSG00000279129,0.8,0.294235845
ENSG00000279130,0.5,0.602136064
ENSG00000279133,0.5,0.365576217
ENSG00000279135,0.3,0.328026029
ENSG00000279138,-1.4,1.40E-09
ENSG00000279145,-1.3,0.015359736
ENSG00000279147,0.6,0.478280175
ENSG00000279148,-0.1,0.942895429
ENSG00000279149,0.6,0.426178669
ENSG00000279155,0.7,0.255391548
ENSG00000279159,0.1,0.880861435
ENSG00000279161,1.7,7.52E-06
ENSG00000279162,-0.4,0.563866861
ENSG00000279166,-0.2,0.77113254
TSTD3,-1.1,0.190682013
ENSG00000279174,-1.1,0.171936657
ENSG00000279175,0.5,0.475301573
ENSG00000279176,1.5,0.053712317
ENSG00000279179,0.8,0.088644172
ENSG00000279187,0.1,0.863228993
ENSG00000279191,1.5,0.053335873
PWAR5,-1.7,2.24E-13
ENSG00000279196,0.2,0.70614889
ENSG00000279198,-0.1,0.772669138
ENSG00000279199,0.8,0.225070639
ENSG00000279200,0.1,0.86605981
ENSG00000279203,0.2,0.722178154
ENSG00000279204,1.1,0.187348652
ENSG00000279205,0.2,0.868975996
ENSG00000279207,0.6,0.070815712
ENSG00000279214,0.6,0.486325124
ENSG00000279221,0.1,0.959734562
ENSG00000279227,-0.9,0.030340714
ENSG00000279233,-0.2,0.455827232
ENSG00000279235,-0.9,0.290727725
ENSG00000279236,0.4,0.554862481
ENSG00000279249,0.5,0.316703074
ENSG00000279251,1.1,0.125202585
ENSG00000279253,1,4.47E-04
ENSG00000279254,-0.7,0.13881879
ENSG00000279255,-1.2,5.58E-04
ENSG00000279259,0.8,0.048236804
ENSG00000279265,1.3,0.030086712
ENSG00000279266,0.2,0.819926692
ENSG00000279267,-0.4,0.443194194
ENSG00000279275,-1.7,0.028090128
ENSG00000279277,-0.9,0.017671717
ENSG00000279278,-0.1,0.90557629
ENSG00000279281,1,0.126800986
ENSG00000279283,0.9,0.015130301
ENSG00000279286,-0.1,0.904557279
