ENSMUSG00000051951	Xkr4
ENSMUSG00000020651	Slc26a4
ENSMUSG00000020650	Bcap29
ENSMUSG00000020648	Dus4l
ENSMUSG00000035933	Cog5
ENSMUSG00000044067	Gpr22
ENSMUSG00000002996	Hbp1
ENSMUSG00000002997	Prkar2b
ENSMUSG00000020573	Pik3cg
ENSMUSG00000090946	Ccdc71l
ENSMUSG00000020572	Nampt
ENSMUSG00000096954	Gdap10
ENSMUSG00000097494	4933406C10Rik
ENSMUSG00000020570	Sypl
ENSMUSG00000035860	Cdhr3
ENSMUSG00000084979	Gm16267
ENSMUSG00000020564	Atxn7l1
ENSMUSG00000079143	Atxn7l1os1
ENSMUSG00000020562	Efcab10
ENSMUSG00000020561	Twistnb
ENSMUSG00000046518	Ferd3l
ENSMUSG00000035799	Twist1
ENSMUSG00000095406	Gm18025
ENSMUSG00000004698	Hdac9
ENSMUSG00000052376	4921508M14Rik
ENSMUSG00000092305	Prps1l1
ENSMUSG00000020590	Snx13
ENSMUSG00000019256	Ahr
ENSMUSG00000036231	Agr3
ENSMUSG00000020581	Agr2
ENSMUSG00000020577	Tspan13
ENSMUSG00000059301	Gm5434
ENSMUSG00000020547	Bzw2
ENSMUSG00000036188	Ankmy2
ENSMUSG00000020545	Lrrc72
ENSMUSG00000036169	Sostdc1
ENSMUSG00000091007	D630036H23Rik
ENSMUSG00000043153	Ispd
ENSMUSG00000101067	Gm29007
ENSMUSG00000036144	Meox2
ENSMUSG00000050103	Agmo
ENSMUSG00000036095	Dgkb
ENSMUSG00000004151	Etv1
ENSMUSG00000047446	Arl4a
ENSMUSG00000086315	Arl4aos
ENSMUSG00000002565	Scin
ENSMUSG00000071342	Lsmem1
ENSMUSG00000090387	Gm17056
ENSMUSG00000001627	Ifrd1
ENSMUSG00000090582	Gm17024
ENSMUSG00000035983	Gm7008
ENSMUSG00000055917	Zfp277
ENSMUSG00000035954	Dock4
ENSMUSG00000056899	Immp2l
ENSMUSG00000036295	Lrrn3
ENSMUSG00000014905	Dnajb9
ENSMUSG00000036257	Pnpla8
ENSMUSG00000020598	Nrcam
ENSMUSG00000046314	Stxbp6
ENSMUSG00000021047	Nova1
ENSMUSG00000091277	Gm1818
ENSMUSG00000020950	Foxg1
ENSMUSG00000089922	3110039M20Rik
ENSMUSG00000104861	3110039M20Rik
ENSMUSG00000045946	Gm9804
ENSMUSG00000100844	1810007C17Rik
ENSMUSG00000002688	Prkd1
ENSMUSG00000035293	G2e3
ENSMUSG00000020952	Scfd1
ENSMUSG00000020953	Coch
ENSMUSG00000020954	Strn3
ENSMUSG00000020955	Ap4s1
ENSMUSG00000035247	Hectd1
ENSMUSG00000035181	Heatr5a
ENSMUSG00000097159	Gm26517
ENSMUSG00000020956	Dtd2
ENSMUSG00000035148	Gpr33
ENSMUSG00000035142	Nubpl
ENSMUSG00000035133	Arhgap5
ENSMUSG00000100315	1700031P21Rik
ENSMUSG00000061603	Akap6
ENSMUSG00000021010	Npas3
ENSMUSG00000099407	1700060O08Rik
ENSMUSG00000035105	Egln3
ENSMUSG00000044408	Sptssa
ENSMUSG00000054302	Eapp
ENSMUSG00000005656	Snx6
ENSMUSG00000062929	Cfl2
ENSMUSG00000035021	Baz1a
ENSMUSG00000092233	Gm20403
ENSMUSG00000062198	2700097O09Rik
ENSMUSG00000073079	Srp54a
ENSMUSG00000095595	Fam177a
ENSMUSG00000079108	Srp54b
ENSMUSG00000094103	1700047I17Rik2
ENSMUSG00000021022	Ppp2r3c
ENSMUSG00000021023	1110008L16Rik
ENSMUSG00000021024	Psma6
ENSMUSG00000021025	Nfkbia
ENSMUSG00000063129	Aldoart2
ENSMUSG00000045440	Insm2
ENSMUSG00000021027	Ralgapa1
ENSMUSG00000012076	Brms1l
ENSMUSG00000021028	Mbip
ENSMUSG00000001496	Nkx2-1
ENSMUSG00000098172	Gm26973
ENSMUSG00000058669	Nkx2-9
ENSMUSG00000089894	Gm15524
ENSMUSG00000001497	Pax9
ENSMUSG00000035472	Slc25a21
ENSMUSG00000079104	Prps1l3
ENSMUSG00000047022	Mipol1
ENSMUSG00000086372	Gm16246
ENSMUSG00000035451	Foxa1
ENSMUSG00000046782	4921506M07Rik
ENSMUSG00000085851	4921518K17Rik
ENSMUSG00000035431	Sstr1
ENSMUSG00000045930	Clec14a
ENSMUSG00000097443	Gm17529
ENSMUSG00000020986	Sec23a
ENSMUSG00000060121	Gemin2
ENSMUSG00000020993	Trappc6b
ENSMUSG00000020994	Pnn
ENSMUSG00000066487	Gm5786
ENSMUSG00000035349	Mia2
ENSMUSG00000021000	Ctage5
ENSMUSG00000035329	Fbxo33
ENSMUSG00000035653	Lrfn5
ENSMUSG00000091396	Spanxn4
ENSMUSG00000043060	Fscb
ENSMUSG00000047227	Gm527
ENSMUSG00000020948	Klhl28
ENSMUSG00000035614	Fam179b
ENSMUSG00000035597	Prpf39
ENSMUSG00000020949	Fkbp3
ENSMUSG00000055884	Fancm
ENSMUSG00000047534	Mis18bp1
ENSMUSG00000035560	Wdr20rt
ENSMUSG00000060499	Rpl10l
ENSMUSG00000034912	Mdga2
ENSMUSG00000034892	Rps29
ENSMUSG00000034883	Lrr1
ENSMUSG00000049751	Rpl36al
ENSMUSG00000043998	Mgat2
ENSMUSG00000020973	Dnaaf2
ENSMUSG00000097061	9330151L19Rik
ENSMUSG00000020974	Pole2
ENSMUSG00000051890	Klhdc1
ENSMUSG00000085539	Gm15561
ENSMUSG00000020978	Klhdc2
ENSMUSG00000020982	Nemf
ENSMUSG00000052673	Gm9887
ENSMUSG00000044147	Arf6
ENSMUSG00000049882	Vcpkmt
ENSMUSG00000034801	Sos2
ENSMUSG00000020988	L2hgdh
ENSMUSG00000054894	Atp5s
ENSMUSG00000020990	Cdkl1
ENSMUSG00000020992	4930512B01Rik
ENSMUSG00000034761	Map4k5
ENSMUSG00000097329	4931403G20Rik
ENSMUSG00000021066	Atl1
ENSMUSG00000079076	Gm3086
ENSMUSG00000021067	Sav1
ENSMUSG00000021068	Nin
ENSMUSG00000090121	Abhd12b
ENSMUSG00000021069	Pygl
ENSMUSG00000085298	F730035M05Rik
ENSMUSG00000021071	Trim9
ENSMUSG00000021072	Tmx1
ENSMUSG00000048285	Frmd6
ENSMUSG00000021076	Actr10
ENSMUSG00000060073	Psma3
ENSMUSG00000085622	3110056K07Rik
ENSMUSG00000048118	Arid4a
ENSMUSG00000021078	Tomm20l
ENSMUSG00000021079	Timm9
ENSMUSG00000034601	2700049A03Rik
ENSMUSG00000044548	Dact1
ENSMUSG00000100668	1700083H02Rik
ENSMUSG00000034574	Daam1
ENSMUSG00000043398	Gpr135
ENSMUSG00000019718	L3hypdh
ENSMUSG00000005078	Jkamp
ENSMUSG00000021086	Ccdc175
ENSMUSG00000021087	Rtn1
ENSMUSG00000021090	Lrrc9
ENSMUSG00000034501	Pcnxl4
ENSMUSG00000109482	RP23-300E17.1
ENSMUSG00000021094	Dhrs7
ENSMUSG00000021096	Ppm1a
ENSMUSG00000021098	4930447C04Rik
ENSMUSG00000021099	Six6
ENSMUSG00000051367	Six1
ENSMUSG00000034460	Six4
ENSMUSG00000021103	Mnat1
ENSMUSG00000034442	Trmt5
ENSMUSG00000044712	Slc38a6
ENSMUSG00000056359	D830013O20Rik
ENSMUSG00000034435	Tmem30b
ENSMUSG00000021108	Prkch
ENSMUSG00000021109	Hif1a
ENSMUSG00000021113	Snapc1
ENSMUSG00000044912	Syt16
ENSMUSG00000100192	Gm29587
ENSMUSG00000071265	1700086L19Rik
ENSMUSG00000029878	Dbpht2
ENSMUSG00000079061	Gm11042
ENSMUSG00000034402	Kcnh5
ENSMUSG00000046768	Rhoj
ENSMUSG00000048982	Gphb5
ENSMUSG00000021051	Ppp2r5e
ENSMUSG00000045690	Wdr89
ENSMUSG00000021054	Sgpp1
ENSMUSG00000063450	Syne2
ENSMUSG00000021055	Esr2
ENSMUSG00000021056	Tex21
ENSMUSG00000021048	Mthfd1
ENSMUSG00000021057	Akap5
ENSMUSG00000056459	Zbtb25
ENSMUSG00000033454	Zbtb1
ENSMUSG00000097323	4930426I24Rik
ENSMUSG00000059970	Hspa2
ENSMUSG00000052221	Ppp1r36
ENSMUSG00000073000	Gm10451
ENSMUSG00000052609	Plekhg3
ENSMUSG00000021061	Sptb
ENSMUSG00000090258	Churc1
ENSMUSG00000033373	Fntb
ENSMUSG00000042808	Gpx2
ENSMUSG00000021062	Rab15
ENSMUSG00000059436	Max
ENSMUSG00000021065	Fut8
ENSMUSG00000099418	Gm6657
ENSMUSG00000047454	Gphn
ENSMUSG00000056987	Fam71d
ENSMUSG00000021112	Mpp5
ENSMUSG00000021114	Atp6v1d
ENSMUSG00000021116	Eif2s1
ENSMUSG00000021118	Plek2
ENSMUSG00000046157	Tmem229b
ENSMUSG00000060716	Plekhh1
ENSMUSG00000021120	Pigh
ENSMUSG00000021125	Arg2
ENSMUSG00000021124	Vti1b
ENSMUSG00000066441	Rdh11
ENSMUSG00000021123	Rdh12
ENSMUSG00000066440	Zfyve26
ENSMUSG00000059060	Rad51b
ENSMUSG00000101696	Gm28056
ENSMUSG00000021127	Zfp36l1
ENSMUSG00000097417	Gm26669
ENSMUSG00000097729	2310015A10Rik
ENSMUSG00000015143	Actn1
ENSMUSG00000049106	Dcaf5
ENSMUSG00000032705	Exd2
ENSMUSG00000097801	Gm26777
ENSMUSG00000021130	Galnt16
ENSMUSG00000021131	Erh
ENSMUSG00000048833	Slc39a9
ENSMUSG00000044062	Plekhd1os
ENSMUSG00000066438	Plekhd1
ENSMUSG00000062961	Ccdc177
ENSMUSG00000097575	Gm26796
ENSMUSG00000021133	Susd6
ENSMUSG00000097369	Gm26545
ENSMUSG00000101912	1700052I22Rik
ENSMUSG00000021134	Srsf5
ENSMUSG00000021135	Slc10a1
ENSMUSG00000021136	Smoc1
ENSMUSG00000079055	Slc8a3
ENSMUSG00000098128	Gm3693
ENSMUSG00000021139	Gm20498
ENSMUSG00000091803	Cox16
ENSMUSG00000072974	Gm4787
ENSMUSG00000072972	Adam4
ENSMUSG00000099478	Gm28370
ENSMUSG00000090935	Synj2bp
ENSMUSG00000008438	Adam21
ENSMUSG00000002679	Med6
ENSMUSG00000090244	Gm16572
ENSMUSG00000042734	Ttc9
ENSMUSG00000042724	Map3k9
ENSMUSG00000021140	Pcnx
ENSMUSG00000042700	Sipa1l1
ENSMUSG00000094374	Gm5435
ENSMUSG00000021219	Rgs6
ENSMUSG00000100890	1700085C21Rik
ENSMUSG00000102029	Gm29530
ENSMUSG00000021221	Dpf3
ENSMUSG00000021222	Dcaf4
ENSMUSG00000042628	Zfyve1
ENSMUSG00000097703	Gm26623
ENSMUSG00000010608	Rbm25
ENSMUSG00000099708	Gm29361
ENSMUSG00000019969	Psen1
ENSMUSG00000021223	Papln
ENSMUSG00000021224	Numb
ENSMUSG00000046791	2410016O06Rik
ENSMUSG00000096953	Gm26571
ENSMUSG00000090843	Heatr4
ENSMUSG00000021226	Acot2
ENSMUSG00000072949	Acot1
ENSMUSG00000052392	Acot4
ENSMUSG00000097762	4732463B04Rik
ENSMUSG00000021228	Acot3
ENSMUSG00000042540	Acot5
ENSMUSG00000043487	Acot6
ENSMUSG00000042523	Dnal1
ENSMUSG00000054383	Pnma1
ENSMUSG00000042507	Elmsan1
ENSMUSG00000072946	Ptgr2
ENSMUSG00000042472	Zfp410
ENSMUSG00000021234	Fam161b
ENSMUSG00000021235	Coq6
ENSMUSG00000021236	Entpd5
ENSMUSG00000057265	Bbof1
ENSMUSG00000098134	Rnf113a2
ENSMUSG00000021238	Aldh6a1
ENSMUSG00000085793	Lin52
ENSMUSG00000021239	Vsx2
ENSMUSG00000021240	Abcd4
ENSMUSG00000071235	Vrtn
ENSMUSG00000071234	Syndig1l
ENSMUSG00000021242	Npc2
ENSMUSG00000021241	Isca2
ENSMUSG00000002020	Ltbp2
ENSMUSG00000092130	D030025P21Rik
ENSMUSG00000092006	Gm17139
ENSMUSG00000042350	Arel1
ENSMUSG00000021243	Fcf1
ENSMUSG00000021244	Ylpm1
ENSMUSG00000093629	Prox2os
ENSMUSG00000042320	Prox2
ENSMUSG00000004789	Dlst
ENSMUSG00000019235	Rps6kl1
ENSMUSG00000004791	Pgf
ENSMUSG00000004788	Eif2b2
ENSMUSG00000021245	Mlh3
ENSMUSG00000008822	Acyp1
ENSMUSG00000045064	Zc2hc1c
ENSMUSG00000034290	Nek9
ENSMUSG00000021248	Tmed10
ENSMUSG00000021250	Fos
ENSMUSG00000034271	Jdp2
ENSMUSG00000034266	Batf
ENSMUSG00000034258	Mfsd7c
ENSMUSG00000021252	0610007P14Rik
ENSMUSG00000012609	Ttll5
ENSMUSG00000097902	Gm26531
ENSMUSG00000021253	Tgfb3
ENSMUSG00000007867	Ift43
ENSMUSG00000097543	Gm805
ENSMUSG00000021254	Gpatch2l
ENSMUSG00000097488	4732487G21Rik
ENSMUSG00000021255	Esrrb
ENSMUSG00000021256	Vash1
ENSMUSG00000021257	Angel1
ENSMUSG00000059114	Lrrc74a
ENSMUSG00000034168	Irf2bpl
ENSMUSG00000097208	Gm26698
ENSMUSG00000034157	Cipc
ENSMUSG00000048483	Zdhhc22
ENSMUSG00000034145	Tmem63c
ENSMUSG00000021032	Ngb
ENSMUSG00000034126	Pomt2
ENSMUSG00000021033	Gstz1
ENSMUSG00000034111	Tmed8
ENSMUSG00000090812	Samd15
ENSMUSG00000072919	Noxred1
ENSMUSG00000021038	Vipas39
ENSMUSG00000021037	Ahsa1
ENSMUSG00000050671	Ism2
ENSMUSG00000021036	Sptlc2
ENSMUSG00000097667	Gm26764
ENSMUSG00000079036	Alkbh1
ENSMUSG00000100306	Gm29362
ENSMUSG00000021040	Slirp
ENSMUSG00000021039	Snw1
ENSMUSG00000079034	Gm8300
ENSMUSG00000096576	Oog1
ENSMUSG00000092019	Gm4027
ENSMUSG00000093844	Gm16381
ENSMUSG00000095724	Gm21319
ENSMUSG00000097581	Gm21936
ENSMUSG00000079031	BB287469
ENSMUSG00000072905	Gm2016
ENSMUSG00000096619	Gm2035
ENSMUSG00000096276	Gm2042
ENSMUSG00000079030	Gm2046
ENSMUSG00000096049	Gm2075
ENSMUSG00000096803	Gm6803
ENSMUSG00000095717	Gm2056
ENSMUSG00000066027	Gm10436
ENSMUSG00000095799	Gm8332
ENSMUSG00000079029	Gm5662
ENSMUSG00000094635	Gm7104
ENSMUSG00000093847	Gm5039
ENSMUSG00000069276	Gm10264
ENSMUSG00000021044	Adck1
ENSMUSG00000066392	Nrxn3
ENSMUSG00000007682	Dio2
ENSMUSG00000097157	Gm26512
ENSMUSG00000097071	4930544I03Rik
ENSMUSG00000061533	Cep128
ENSMUSG00000085004	5430427M07Rik
ENSMUSG00000020963	Tshr
ENSMUSG00000020962	Gtf2a1
ENSMUSG00000020961	Ston2
ENSMUSG00000086689	Gm16876
ENSMUSG00000020964	Sel1l
ENSMUSG00000094935	Gm9726
ENSMUSG00000047414	Flrt2
ENSMUSG00000021003	Galc
ENSMUSG00000021886	Gpr65
ENSMUSG00000033854	Kcnk10
ENSMUSG00000021007	Spata7
ENSMUSG00000021009	Ptpn21
ENSMUSG00000021012	Zc3h14
ENSMUSG00000051166	Eml5
ENSMUSG00000021013	Ttc8
ENSMUSG00000099597	Gm28933
ENSMUSG00000033713	Foxn3
ENSMUSG00000033731	3300002A11Rik
ENSMUSG00000097917	Gm26839
ENSMUSG00000100211	1700064M15Rik
ENSMUSG00000021176	Efcab11
ENSMUSG00000021177	Tdp1
ENSMUSG00000045404	Kcnk13
ENSMUSG00000021178	Psmc1
ENSMUSG00000021179	Nrde2
ENSMUSG00000001175	Calm1
ENSMUSG00000096947	Gm26723
ENSMUSG00000033530	Ttc7b
ENSMUSG00000021180	Rps6ka5
ENSMUSG00000021185	9030617O03Rik
ENSMUSG00000047415	Gpr68
ENSMUSG00000021182	Ccdc88c
ENSMUSG00000097160	A630072L19Rik
ENSMUSG00000041846	Smek1
ENSMUSG00000097121	D130020L05Rik
ENSMUSG00000047014	Catsperb
ENSMUSG00000021187	Tc2n
ENSMUSG00000021186	Fbln5
ENSMUSG00000021188	Trip11
ENSMUSG00000021189	Atxn3
ENSMUSG00000041781	Cpsf2
ENSMUSG00000090050	Gm16339
ENSMUSG00000041771	Slc24a4
ENSMUSG00000044456	Rin3
ENSMUSG00000021190	Lgmn
ENSMUSG00000021192	Golga5
ENSMUSG00000021194	Chga
ENSMUSG00000057963	Itpk1
ENSMUSG00000095174	Gm20069
ENSMUSG00000098530	Gm28051
ENSMUSG00000100006	Gm21971
ENSMUSG00000041716	Gm20604
ENSMUSG00000096458	Moap1
ENSMUSG00000046675	Tmem251
ENSMUSG00000091931	AK010878
ENSMUSG00000041712	Ubr7
ENSMUSG00000041702	Btbd7
ENSMUSG00000043319	Cox8c
ENSMUSG00000021198	Unc79
ENSMUSG00000041669	Prima1
ENSMUSG00000096753	Fam181a
ENSMUSG00000100789	Gm29508
ENSMUSG00000021200	Asb2
ENSMUSG00000090185	Gm15523
ENSMUSG00000021203	Otub2
ENSMUSG00000055271	9330161L09Rik
ENSMUSG00000041645	Ddx24
ENSMUSG00000064215	Ifi27
ENSMUSG00000079017	Ifi27l2a
ENSMUSG00000021208	Ifi27l2b
ENSMUSG00000021209	Ppp4r4
ENSMUSG00000061947	Serpina10
ENSMUSG00000060807	Serpina6
ENSMUSG00000071179	Serpina16
ENSMUSG00000021081	Serpina1f
ENSMUSG00000071178	Serpina1b
ENSMUSG00000071177	Serpina1d
ENSMUSG00000066366	Serpina1a
ENSMUSG00000079015	Serpina1c
ENSMUSG00000086432	B430119L08Rik
ENSMUSG00000072849	Serpina1e
ENSMUSG00000063232	Serpina11
ENSMUSG00000058260	Serpina9
ENSMUSG00000041567	Serpina12
ENSMUSG00000041550	Serpina5
ENSMUSG00000041536	Serpina3a
ENSMUSG00000066364	Serpina3b
ENSMUSG00000066361	Serpina3c
ENSMUSG00000066363	Serpina3f
ENSMUSG00000041481	Serpina3g
ENSMUSG00000079014	Serpina3i
ENSMUSG00000079013	Serpina3j
ENSMUSG00000079012	Serpina3m
ENSMUSG00000058207	Serpina3k
ENSMUSG00000021091	Serpina3n
ENSMUSG00000021095	Gsc
ENSMUSG00000056606	Gm10000
ENSMUSG00000041415	Dicer1
ENSMUSG00000021097	Clmn
ENSMUSG00000021101	4930408O17Rik
ENSMUSG00000100975	Gm28875
ENSMUSG00000054150	Syne3
ENSMUSG00000021102	Glrx5
ENSMUSG00000060863	Tcl1b2
ENSMUSG00000066359	Tcl1b1
ENSMUSG00000000701	Tcl1b5
ENSMUSG00000068940	Tcl1b3
ENSMUSG00000079007	Tcl1b4
ENSMUSG00000041359	Tcl1
ENSMUSG00000097929	Tunar
ENSMUSG00000094910	D430019H16Rik
ENSMUSG00000021070	Bdkrb2
ENSMUSG00000041347	Bdkrb1
ENSMUSG00000041341	Atg2b
ENSMUSG00000044715	Gskip
ENSMUSG00000041323	Ak7
ENSMUSG00000021111	Papola
ENSMUSG00000021115	Vrk1
ENSMUSG00000091280	Gm17032
ENSMUSG00000092066	1700121N20Rik
ENSMUSG00000091583	Gm17033
ENSMUSG00000085820	4933406K04Rik
ENSMUSG00000085801	1700013N06Rik
ENSMUSG00000086319	Gm16087
ENSMUSG00000085120	Gm16086
ENSMUSG00000086037	Gm16085
ENSMUSG00000086060	Gm16084
ENSMUSG00000084871	Gm2800
ENSMUSG00000060375	3110018I06Rik
ENSMUSG00000085641	4930465M20Rik
ENSMUSG00000086975	Gm15208
ENSMUSG00000048251	Bcl11b
ENSMUSG00000056770	Setd3
ENSMUSG00000021258	Ccnk
ENSMUSG00000084883	Ccdc85c
ENSMUSG00000021260	Hhipl1
ENSMUSG00000097847	4930478K11Rik
ENSMUSG00000021259	Cyp46a1
ENSMUSG00000058070	Eml1
ENSMUSG00000097788	Gm16596
ENSMUSG00000021262	Evl
ENSMUSG00000021263	Degs2
ENSMUSG00000021264	Yy1
ENSMUSG00000021265	Slc25a29
ENSMUSG00000048856	Slc25a47
ENSMUSG00000021266	Wars
ENSMUSG00000040877	Wdr25
ENSMUSG00000040867	Begain
ENSMUSG00000101767	Gm28498
ENSMUSG00000040856	Dlk1
ENSMUSG00000021268	Meg3
ENSMUSG00000097698	Gm26906
ENSMUSG00000085925	Rtl1
ENSMUSG00000098061	Gm26945
ENSMUSG00000098202	B830012L14Rik
ENSMUSG00000097391	Mirg
ENSMUSG00000075707	Dio3
ENSMUSG00000017843	Ppp2r5c
ENSMUSG00000018707	Dync1h1
ENSMUSG00000090327	Gm17111
ENSMUSG00000056508	1700001K19Rik
ENSMUSG00000021270	Hsp90aa1
ENSMUSG00000037957	Wdr20
ENSMUSG00000056458	Mok
ENSMUSG00000097650	4921507G05Rik
ENSMUSG00000097832	Gm26912
ENSMUSG00000021271	Zfp839
ENSMUSG00000021276	Cinp
ENSMUSG00000021275	Tecpr2
ENSMUSG00000037904	Ankrd9
ENSMUSG00000037896	Rcor1
ENSMUSG00000083193	4930595D18Rik
ENSMUSG00000021277	Traf3
ENSMUSG00000021278	Amn
ENSMUSG00000097381	A230087F16Rik
ENSMUSG00000021279	Cdc42bpb
ENSMUSG00000087075	A230065H16Rik
ENSMUSG00000021280	Exoc3l4
ENSMUSG00000097081	Gm10425
ENSMUSG00000021281	Tnfaip2
ENSMUSG00000010529	Gm266
ENSMUSG00000021282	Eif5
ENSMUSG00000096995	2810029C07Rik
ENSMUSG00000007411	Mark3
ENSMUSG00000001270	Ckb
ENSMUSG00000060950	Trmt61a
ENSMUSG00000049792	Bag5
ENSMUSG00000037787	Apopt1
ENSMUSG00000090026	Gm15996
ENSMUSG00000021288	Klc1
ENSMUSG00000021287	Xrcc3
ENSMUSG00000021286	Zfyve21
ENSMUSG00000021285	Ppp1r13b
ENSMUSG00000021290	2010107E04Rik
ENSMUSG00000054003	Tdrd9
ENSMUSG00000091402	Rd3l
ENSMUSG00000037686	Aspg
ENSMUSG00000021294	Kif26a
ENSMUSG00000047828	A730018C14Rik
ENSMUSG00000043122	A530016L24Rik
ENSMUSG00000054013	Tmem179
ENSMUSG00000037679	Inf2
ENSMUSG00000011148	Adssl1
ENSMUSG00000064326	Siva1
ENSMUSG00000001729	Akt1
ENSMUSG00000037638	Zbtb42
ENSMUSG00000072825	Cep170b
ENSMUSG00000052160	Pld4
ENSMUSG00000072812	Ahnak2
ENSMUSG00000037594	BC022687
ENSMUSG00000047832	Cdca4
ENSMUSG00000021298	Gpr132
ENSMUSG00000002799	Jag2
ENSMUSG00000002804	Nudt14
ENSMUSG00000097476	Gm26583
ENSMUSG00000011158	Brf1
ENSMUSG00000002803	Btbd6
ENSMUSG00000097100	9230104M06Rik
ENSMUSG00000021143	Pacs2
ENSMUSG00000012211	Tex22
ENSMUSG00000021144	Mta1
ENSMUSG00000006356	Crip2
ENSMUSG00000006360	Crip1
ENSMUSG00000037466	4930427A07Rik
ENSMUSG00000049036	Tmem121
ENSMUSG00000051804	Adam6b
ENSMUSG00000043945	Adam6a
ENSMUSG00000103168	Gm30948
ENSMUSG00000102332	Gm19331
ENSMUSG00000042063	Zfp386
ENSMUSG00000011171	Vipr2
ENSMUSG00000042050	Wdr60
ENSMUSG00000078984	Gm11027
ENSMUSG00000021171	Esyt2
ENSMUSG00000042029	Ncapg2
ENSMUSG00000056553	Ptprn2
ENSMUSG00000101930	Gm5441
ENSMUSG00000041992	Rapgef5
ENSMUSG00000021175	Cdca7l
ENSMUSG00000018581	Dnah11
ENSMUSG00000025323	Sp4
ENSMUSG00000048562	Sp8
ENSMUSG00000072791	Abcb5
ENSMUSG00000025321	Itgb8
ENSMUSG00000021908	Gm6768
ENSMUSG00000041886	Macc1
ENSMUSG00000048004	Tmem196
ENSMUSG00000064373	Sepp1
ENSMUSG00000091119	Ccdc152
ENSMUSG00000055737	Ghr
ENSMUSG00000022184	Fbxo4
ENSMUSG00000041935	AW549877
ENSMUSG00000097662	Gm2093
ENSMUSG00000022186	Oxct1
ENSMUSG00000086297	Gm15632
ENSMUSG00000049148	Plcxd3
ENSMUSG00000022181	C6
ENSMUSG00000022155	Mroh2b
ENSMUSG00000079105	C7
ENSMUSG00000041849	Card6
ENSMUSG00000041841	Rpl37
ENSMUSG00000068706	Gm10250
ENSMUSG00000050697	Prkaa1
ENSMUSG00000087532	Gm15938
ENSMUSG00000022151	Ttc33
ENSMUSG00000039942	Ptger4
ENSMUSG00000022150	Dab2
ENSMUSG00000089771	Gm16311
ENSMUSG00000022149	C9
ENSMUSG00000022148	Fyb
ENSMUSG00000089647	Gm2245
ENSMUSG00000050310	Rictor
ENSMUSG00000022146	Osmr
ENSMUSG00000054263	Lifr
ENSMUSG00000042961	Egflam
ENSMUSG00000022144	Gdnf
ENSMUSG00000039828	Wdr70
ENSMUSG00000022142	Nup155
ENSMUSG00000039801	2410089E03Rik
ENSMUSG00000022141	Nipbl
ENSMUSG00000095663	Gm2310
ENSMUSG00000005360	Slc1a3
ENSMUSG00000048424	Ranbp3l
ENSMUSG00000022253	Nadk2
ENSMUSG00000054115	Skp2
ENSMUSG00000039704	Lmbrd2
ENSMUSG00000072664	Ugt3a1
ENSMUSG00000049152	Ugt3a2
ENSMUSG00000039676	Capsl
ENSMUSG00000003882	Il7r
ENSMUSG00000072663	Spef2
ENSMUSG00000005268	Prlr
ENSMUSG00000094814	Gm21973
ENSMUSG00000089678	Agxt2
ENSMUSG00000044224	Dnajc21
ENSMUSG00000022247	Brix1
ENSMUSG00000022248	Rad1
ENSMUSG00000022249	Ttc23l
ENSMUSG00000022246	Rai14
ENSMUSG00000097058	4930556M19Rik
ENSMUSG00000096971	4930556M19Rik
ENSMUSG00000058914	C1qtnf3
ENSMUSG00000022244	Amacr
ENSMUSG00000022243	Slc45a2
ENSMUSG00000060735	Rxfp3
ENSMUSG00000047497	Adamts12
ENSMUSG00000022241	Tars
ENSMUSG00000022206	Npr3
ENSMUSG00000099349	1700047G03Rik
ENSMUSG00000022205	Sub1
ENSMUSG00000022201	Zfr
ENSMUSG00000039458	Mtmr12
ENSMUSG00000097221	1810049J17Rik
ENSMUSG00000022200	Golph3
ENSMUSG00000022197	Pdzd2
ENSMUSG00000022195	6030458C11Rik
ENSMUSG00000022191	Drosha
ENSMUSG00000039385	Cdh6
ENSMUSG00000025370	Cdh9
ENSMUSG00000098150	4921515E04Rik
ENSMUSG00000022321	Cdh10
ENSMUSG00000047565	Acot10
ENSMUSG00000040452	Cdh12
ENSMUSG00000040420	Cdh18
ENSMUSG00000097452	Gm2824
ENSMUSG00000051237	9230109A22Rik
ENSMUSG00000045763	Basp1
ENSMUSG00000056089	Gm5468
ENSMUSG00000022272	Myo10
ENSMUSG00000022270	Fam134b
ENSMUSG00000052253	Zfp622
ENSMUSG00000022269	March11
ENSMUSG00000043556	Fbxl7
ENSMUSG00000090544	Gm6576
ENSMUSG00000022265	Ank
ENSMUSG00000046034	Otulin
ENSMUSG00000056069	Fam105a
ENSMUSG00000022263	Trio
ENSMUSG00000022262	Dnah5
ENSMUSG00000022240	Ctnnd2
ENSMUSG00000039168	Dap
ENSMUSG00000055416	Fam136b-ps
ENSMUSG00000022237	Ankrd33b
ENSMUSG00000022236	Ropn1l
ENSMUSG00000039100	March6
ENSMUSG00000022235	Cmbl
ENSMUSG00000022234	Cct5
ENSMUSG00000039065	Fam173b
ENSMUSG00000045267	Tas2r119
ENSMUSG00000107924	4930518I17Rik
ENSMUSG00000096956	Snhg18
ENSMUSG00000022231	Sema5a
ENSMUSG00000022261	Sdc2
ENSMUSG00000039007	Cpq
ENSMUSG00000038984	Tspyl5
ENSMUSG00000022255	Mtdh
ENSMUSG00000022257	Laptm4b
ENSMUSG00000022324	Matn2
ENSMUSG00000094447	9430069I07Rik
